country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Greenland,GRL,32500,33700,35000,36400,37600,39200,40500,41900,43400,44900,46400,47200,48300,49000,49500,49600,49700,49400,49200,49600,50200,51000,51500,52100,52700,53200,53500,54100,54800,55300,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114,56186,56171,56565,56673,56772,56883,56994,57090,57171,57242,57283,57301,57297,57275,57228,57171,57093,56995,56887,56761,56617,56471,56302,56137,55942,55745,55550,55343,55126,54915,54691,54468,54247,54027,53801,53597,53387,53173,52971,52770,52577,52386,52202,52017,51834,51649,51476,51286,51107,50928,50742,50557,50370,50177,49984,49790,49590,49381,49178,48972,48765,48554,48347,48131,47919,47708,47503,47292,47086,46883,46678,46477,46276,46081,45891,45693,45502,45314,45122,44940,44755,44572,44387,44204,44029
Grenada,GRD,89869,91260,92425,93350,94066,94581,94875,94961,94868,94682,94426,94185,93934,93630,93152,92448,91437,90184,89073,88568,89005,90572,93091,95985,98439,99906,100143,99380,98062,96869,96283,96454,97198,98305,99405,100255,100796,101122,101309,101442,101619,101849,102100,102375,102656,102949,103259,103586,103930,104296,104677,105075,105481,105909,106360,106823,107317,107825,108339,108825,109308,109761,110170,110556,110894,111186,111437,111630,111785,111914,112024,112112,112180,112225,112250,112255,112245,112207,112148,112070,111972,111851,111715,111555,111360,111145,110895,110610,110298,109959,109581,109182,108743,108281,107785,107255,106693,106098,105470,104824,104156,103452,102720,101985,101215,100433,99628,98802,97976,97124,96263,95388,94502,93612,92707,91806,90900,89997,89080,88178,87274,86366,85458,84566,83667,82789,81915,81049,80183,79327,78484,77634,76793,75965,75135,74309,73488,72676,71871,71062,70258
Guam,GUM,66742,68072,69604,71286,73051,74830,76607,78404,80217,82040,83877,85726,87587,89464,91377,93352,95385,97477,99630,101844,104133,106485,108906,111402,113961,116572,119232,121919,124673,127522,130482,133558,136692,139818,142802,145561,148060,150303,152277,153953,155329,156401,157175,157714,158099,158402,158648,158855,159035,159231,159444,159678,159973,160375,160967,161797,162896,164229,165718,167245,168727,170126,171464,172748,174005,175243,176463,177654,178812,179928,181009,182039,183023,183961,184854,185696,186487,187224,187916,188561,189156,189701,190193,190640,191042,191410,191729,192003,192245,192456,192647,192807,192949,193075,193173,193255,193314,193350,193376,193380,193365,193335,193291,193223,193146,193050,192936,192803,192654,192481,192288,192074,191831,191562,191281,190969,190637,190281,189896,189496,189059,188605,188125,187617,187090,186536,185969,185375,184770,184144,183512,182865,182199,181538,180865,180175,179484,178797,178097,177405,176710
Guatemala,GTM,4210747,4336143,4464249,4595510,4730540,4869716,5013153,5160609,5311615,5465512,5621792,5780480,5941567,6104530,6268707,6433728,6599214,6765516,6933906,7106145,7283459,7466488,7654819,7847472,8042897,8240060,8438604,8639108,8842575,9050465,9263813,9483270,9708544,9938692,10172297,10408489,10646674,10887634,11133501,11387203,11650743,11924946,12208848,12500478,12796925,13096028,13397008,13700286,14006366,14316208,14630417,14948919,15271056,15596214,15923559,16252429,16582469,16913503,17245346,17577842,17910812,18243996,18577064,18909715,19241632,19572502,19902106,20230192,20556505,20880765,21202726,21522173,21838956,22152942,22464076,22772247,23077355,23379242,23677797,23972907,24264472,24552386,24836548,25116922,25393483,25666201,25934980,26199720,26460275,26716505,26968287,27215465,27457962,27695660,27928513,28156409,28379256,28596867,28809025,29015426,29215834,29410087,29598095,29779764,29955021,30123785,30285991,30441542,30590325,30732198,30867068,30994876,31115643,31229448,31336401,31436604,31530130,31616985,31697200,31770749,31837670,31898052,31952004,31999691,32041286,32076970,32106883,32131175,32150023,32163615,32172157,32175831,32174809,32169270,32159399,32145375,32127419,32105711,32080489,32051970,32020390
Guinea,GIN,3577409,3633652,3690664,3749505,3811659,3877806,3948869,4023486,4097191,4164003,4219770,4263840,4298091,4324360,4345545,4364514,4381601,4398484,4421134,4457078,4511902,4589784,4690605,4810496,4943144,5084767,5229797,5381483,5554882,5770652,6041094,6374329,6758838,7163236,7544291,7871173,8132552,8337988,8503297,8653769,8808546,8971139,9137345,9309848,9490229,9679745,9881428,10096727,10323142,10556524,10794170,11035170,11281469,11536615,11805509,12091533,12395924,12717176,13052608,13398180,13750826,14109660,14475131,14847144,15225927,15611600,16003772,16401917,16805925,17215775,17631380,18052550,18479052,18910686,19347252,19788558,20234399,20684604,21139017,21597512,22059928,22526069,22995714,23468655,23944696,24423594,24905139,25389111,25875196,26363034,26852336,27342813,27834255,28326505,28819424,29312851,29806555,30300278,30793678,31286402,31778122,32268570,32757533,33244813,33730182,34213447,34694393,35172791,35648406,36120999,36590364,37056273,37518538,37977033,38431629,38882199,39328594,39770593,40207948,40640388,41067675,41489598,41906016,42316847,42721982,43121330,43514787,43902195,44283317,44657894,45025738,45386716,45740798,46087988,46428324,46761834,47088530,47408422,47721479,48027664,48326902
Guinea-Bissau,GNB,616409,623415,629969,636586,643961,652562,662463,673462,685476,698338,711827,726256,741490,756280,768945,778470,784156,786754,788495,792462,800854,814507,832668,854113,876873,899509,921626,943617,965742,988520,1012280,1037155,1062800,1088569,1113541,1137122,1159060,1179727,1199915,1220794,1243229,1267512,1293523,1321202,1350345,1380838,1412669,1445958,1480841,1517448,1555880,1596154,1638139,1681495,1725744,1770526,1815698,1861283,1907268,1953723,2000694,2048139,2096009,2144247,2192880,2241865,2291199,2340894,2390982,2441532,2492580,2544120,2596172,2648734,2701825,2755473,2809661,2864364,2919552,2975168,3031196,3087557,3144247,3201208,3258368,3315680,3373081,3430548,3488019,3545439,3602736,3659886,3716858,3773621,3830143,3886400,3942353,3998013,4053357,4108398,4163165,4217629,4271767,4325567,4379008,4432079,4484733,4536978,4588819,4640242,4691250,4741845,4791965,4841583,4890630,4939056,4986815,5033901,5080307,5126044,5171096,5215450,5259083,5301950,5344011,5385219,5425550,5465018,5503608,5541346,5578226,5614262,5649449,5683782,5717259,5749865,5781629,5812559,5842676,5872011,5900589
Guyana,GUY,571819,589274,606285,622575,637845,651868,664521,675871,686146,695745,704934,713684,721948,729916,737847,745841,754101,762424,770125,776254,780153,781732,781246,778948,775219,770435,764459,757506,750731,745665,743309,744289,748134,753484,758342,761291,761861,760510,757952,755278,753301,752263,751884,751857,751652,750946,749601,747869,746314,745693,746556,749100,753091,758081,763393,768514,773303,777859,782225,786508,790782,795022,799146,803119,806914,810501,813861,816988,819881,822554,824982,827197,829166,830889,832333,833489,834352,834928,835233,835288,835119,834730,834125,833307,832264,831011,829552,827883,826057,824047,821906,819622,817215,814676,811998,809183,806227,803140,799917,796576,793109,789507,785795,781956,777991,773916,769732,765430,761006,756464,751791,746992,742070,737030,731890,726644,721308,715888,710395,704834,699220,693556,687866,682150,676423,670701,664988,659288,653612,647966,642349,636769,631221,625716,620253,614814,609427,604054,598729,593421,588127
Haiti,HTI,3866159,3943364,4022593,4103730,4186640,4271133,4357484,4445530,4534234,4622208,4708642,4793155,4876560,4960657,5047944,5140357,5238245,5341419,5450549,5566266,5688836,5818671,5955267,6096692,6240329,6384195,6527543,6670568,6813348,6956300,7099732,7243391,7386975,7530705,7674911,7819806,7965553,8111951,8258483,8404398,8549200,8692567,8834733,8976552,9119178,9263404,9409457,9556889,9705029,9852870,9999617,10145054,10289210,10431776,10572466,10711061,10847334,10981229,11112945,11242856,11371185,11497951,11622998,11746163,11867239,11986045,12102492,12216575,12328207,12437358,12543964,12647964,12749288,12847840,12943529,13036257,13125966,13212592,13296139,13376643,13454085,13528481,13599740,13667688,13732075,13792760,13849625,13902725,13952199,13998279,14041135,14080812,14117235,14150284,14179777,14205592,14227719,14246211,14261109,14272464,14280338,14284780,14285831,14283614,14278227,14269805,14258428,14244189,14227209,14207575,14185440,14160873,14133998,14104982,14073995,14041192,14006684,13970555,13932889,13893732,13853159,13811251,13768080,13723710,13678193,13631586,13583948,13535343,13485820,13435450,13384279,13332353,13279746,13226496,13172673,13118308,13063469,13008206,12952556,12896568,12840302
Honduras,HND,2038637,2096407,2155652,2216707,2280045,2346010,2414807,2486414,2560727,2637517,2716659,2798125,2882113,2968994,3059254,3153261,3251158,3352835,3458104,3566665,3678286,3792938,3910657,4031349,4154887,4281189,4410158,4541804,4676361,4814137,4955328,5099951,5247836,5398805,5552625,5709051,5867849,6028882,6192026,6357221,6524283,6693061,6863157,7033821,7204153,7373430,7541406,7707972,7872658,8035021,8194778,8351600,8505646,8657785,8809216,8960829,9112867,9265067,9417167,9568688,9719265,9868818,10017325,10164639,10310545,10454849,10597425,10738136,10876813,11013275,11147351,11278945,11407968,11534322,11657920,11778686,11896543,12011469,12123518,12232808,12339417,12443346,12544546,12642936,12738436,12830963,12920484,13006996,13090516,13171064,13248655,13323288,13394917,13463513,13529028,13591414,13650645,13706713,13759624,13809396,13856012,13899492,13939800,13976874,14010622,14040968,14067908,14091492,14111733,14128714,14142488,14153095,14160573,14164980,14166384,14164860,14160470,14153285,14143405,14130929,14115943,14098547,14078828,14056873,14032765,14006589,13978452,13948446,13916685,13883257,13848311,13811923,13774204,13735257,13695182,13654092,13612083,13569280,13525788,13481723,13437227
Hong Kong,HKG,3075605,3168100,3305200,3420900,3504600,3597900,3629900,3722800,3802700,3863900,3959000,4045300,4123600,4241600,4377800,4461600,4518000,4583700,4667500,4929700,5063100,5183400,5264500,5345100,5397900,5456200,5524600,5580500,5627600,5686200,5704500,5752000,5800500,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7391700,7428887,7490776,7547652,7598189,7643256,7684801,7725859,7768510,7813304,7859214,7904810,7947995,7987249,8022196,8053254,8080703,8105050,8126741,8145817,8162246,8176354,8188511,8199064,8208186,8216005,8222743,8228616,8233792,8238410,8242592,8246402,8249908,8253141,8256176,8259038,8261762,8264361,8266853,8269227,8271461,8273460,8275053,8276133,8276662,8276639,8275978,8274603,8272466,8269575,8265942,8261571,8256466,8250655,8244177,8237128,8229722,8222163,8214663,8207349,8200316,8193708,8187689,8182402,8177929,8174360,8171851,8170590,8170698,8172242,8175198,8179474,8184933,8191445,8198920,8207329,8216630,8226776,8237712,8249311,8261424,8273853,8286344,8298640
Hungary,HUN,9983967,10029321,10061734,10087947,10119835,10147935,10178653,10216604,10255815,10298723,10337910,10367537,10398489,10432055,10478720,10540525,10598677,10648031,10684822,10704152,10711122,10711848,10705535,10689463,10668095,10648713,10630564,10612741,10596487,10481719,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028,9814023,9781127,9688847,9655361,9621254,9586483,9550949,9514618,9477472,9439465,9400611,9360911,9320240,9278442,9235459,9191264,9145936,9099592,9052386,9004466,8955891,8906747,8857218,8807516,8757846,8708275,8658883,8609776,8561050,8512785,8465027,8417791,8371044,8324701,8278700,8233042,8187692,8142534,8097419,8052238,8006955,7961554,7916018,7870266,7824309,7778138,7731796,7685360,7638895,7592536,7546301,7500260,7454578,7409457,7365054,7321434,7278634,7236692,7195646,7155511,7116318,7078083,7040752,7004285,6968617,6933737,6899640,6866284,6833610,6801586,6770170,6739357,6709140,6679543,6650545,6622150,6594329,6567021,6540217,6513862,6487923,6462387,6437239,6412459,6388053
Iceland,ISL,175574,179029,182378,185653,188983,192286,195570,198751,201488,203369,204438,206098,209137,212317,215209,217979,220154,221799,223537,225735,228138,230755,233860,236977,239511,241405,243180,245859,249740,252852,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,341284,337780,340566,343228,345764,348218,350597,352910,355184,357410,359573,361662,363692,365646,367521,369325,371060,372716,374297,375809,377255,378616,379919,381151,382312,383420,384454,385432,386349,387201,388002,388747,389435,390071,390650,391186,391672,392121,392533,392911,393259,393569,393859,394122,394366,394573,394768,394930,395057,395161,395225,395273,395275,395253,395193,395115,394999,394842,394662,394441,394180,393884,393559,393195,392816,392400,391956,391492,391009,390508,389988,389453,388907,388356,387807,387248,386690,386122,385556,384975,384398,383809,383224,382627
India,IND,449480608,458494963,467852537,477527970,487484535,497702365,508161935,518889779,529967317,541505076,553578513,566224812,579411513,593058926,607050255,621301720,635771734,650485030,665502284,680915804,696783517,713118032,729868013,746949067,764245202,781666671,799181436,816792741,834489322,852270034,870133480,888054875,906021106,924057817,942204249,960482795,978893217,997405318,1015974042,1034539214,1053050912,1071477855,1089807112,1108027848,1126135777,1144118674,1161977719,1179681239,1197146906,1214270132,1230980691,1247236029,1263065852,1278562207,1293859294,1309053980,1324171354,1339180127,1354051854,1368737513,1383197753,1397423009,1411415296,1425158481,1438635367,1451829004,1464726099,1477311590,1489564612,1501462374,1512985207,1524123804,1534869174,1545203584,1555108108,1564570223,1573581733,1582146821,1590281887,1598011486,1605355574,1612319846,1618905536,1625123097,1630983670,1636496308,1641666866,1646498484,1650993654,1655153372,1658978162,1662471555,1665634474,1668461495,1670944584,1673078321,1674862507,1676300456,1677394788,1678149384,1678568111,1678655989,1678416452,1677850625,1676958866,1675744291,1674212113,1672372856,1670242036,1667838579,1665179391,1662275880,1659137008,1655774546,1652200108,1648425091,1644460392,1640316937,1636006071,1631539153,1626927002,1622178968,1617304175,1612312579,1607214022,1602017424,1596732383,1591365736,1585920202,1580396453,1574797201,1569128520,1563399451,1557620765,1551803731,1545958898,1540095658,1534222029,1528344549,1522468414,1516597380
Indonesia,IDN,87792515,90138235,92558005,95055665,97638029,100308894,103067354,105907403,108821564,111800091,114834780,117921998,121059513,124242298,127465231,130724115,134010690,137322118,140665856,144053518,147490365,150978840,154506265,158044343,161555583,165012196,168402025,171728917,175000916,178233223,181436821,184615979,187766086,190879523,193945272,196957849,199914831,202826465,205715544,208612556,211540429,214506502,217508059,220545214,223614649,226712730,229838202,232989141,236159276,239340478,242524123,245707511,248883232,252032263,255131116,258162113,261115456,263991379,266794980,269536482,272222987,274854187,277425269,279933839,282376577,284751045,287056004,289291764,291459262,293560094,295595234,297564832,299467795,301302463,303066623,304758627,306377782,307924332,309398715,310801798,312134188,313396421,314588313,315708952,316757043,317731985,318634138,319464950,320226337,320920805,321550686,322117585,322622942,323068816,323457405,323790912,324071289,324300574,324481165,324615556,324706159,324754716,324763120,324734079,324670480,324574722,324448614,324293099,324108637,323895158,323652789,323382344,323084810,322760609,322410079,322033592,321631743,321205145,320754237,320279449,319781248,319260189,318716943,318152238,317566869,316961615,316337322,315694680,315034093,314355875,313660544,312948944,312222192,311481632,310728660,309964674,309191051,308409109,307620086,306825175,306025532
Iran,IRN,21906903,22480418,23071429,23680432,24308085,24955115,25624656,26318119,27032943,27765243,28514010,29281268,30074298,30904271,31785500,32730554,33737768,34810723,35972652,37252659,38668220,40217629,41883332,43645092,45474708,47342702,49256842,51197482,53075618,54777114,56226185,57375584,58260738,58991218,59725125,60575644,61583089,62710557,63900630,65062660,66131854,67096414,67983330,68812713,69617100,70421811,71227880,72031103,72845542,73687565,74567511,75491582,76453574,77435384,78411092,79360487,80277428,81162788,82011735,82820766,83587129,84308039,84981814,85608868,86190846,86729781,87225920,87681034,88100893,88492921,88863308,89214452,89547756,89867078,90176445,90478779,90775584,91066938,91352328,91630373,91899463,92159118,92407886,92641739,92855590,93045086,93208289,93343791,93448513,93519251,93553454,93549750,93507577,93426451,93306302,93147423,92949896,92714463,92443058,92138247,91802462,91437145,91043763,90624854,90183259,89721573,89241804,88745692,88235045,87711599,87177099,86633379,86082282,85525464,84964541,84401124,83836566,83272537,82711254,82155157,81606260,81065697,80534160,80012572,79501660,79001898,78513649,78036832,77570810,77114567,76667127,76227632,75795356,75369553,74949336,74533592,74120926,73709639,73297701,72882793,72462296
